name	category
GCP Compute Engine Instance: High CPU utilization (over {$GCE.CPU.UTIL.MAX}% for 15m)	System Performance
GCP Compute Engine Instance: High memory utilization (over {$GCE.RAM.UTIL.MAX}% for 15m)	System Memory
Generic Java JMX: Memory: Heap memory usage more than {$JMX.HEAP.USAGE.MAX}% for {$JMX.HEAP.MEM.USAGE.TIME}	System Memory
Generic Java JMX: Memory: Non-Heap memory usage more than {$JMX.NONHEAP.MEM.USAGE.MAX}% for {$JMX.NONHEAP.MEM.USAGE.TIME}	System Memory
Generic Java JMX: OperatingSystem: Opened file descriptor count more than {$JMX.FILE.DESCRIPTORS.MAX}% of maximum	Filesystem
Generic Java JMX: OperatingSystem: Process CPU Load more than {$JMX.CPU.LOAD.MAX}% for {$JMX.CPU.LOAD.TIME}	System Performance
Generic by SNMP: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Generic by SNMP: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
GitHub: API request limit utilization is high (usage is > {$GITHUB.REQUESTS.UTIL.WARN})	Overwhelming Usage
GitHub: API request limit utilization is very high (usage is > {$GITHUB.REQUESTS.UTIL.HIGH})	Overwhelming Usage
GitLab: Current number of open files is too high (over {$GITLAB.OPEN.FDS.MAX.WARN}% for 5m)	Overwhelming Usage
GitLab: Failed to fetch info data (or no data for 30m)	Agent/Service Status
GitLab: Too many HTTP requests failures (over {$GITLAB.HTTP.FAIL.MAX.WARN} for 5m)	High Error Rate
GitLab: Too many Redis cache client exceptions (over {$GITLAB.REDIS.FAIL.MAX.WARN} for 5m)	High Error Rate
GitLab: Too many Redis queues client exceptions (over {$GITLAB.REDIS.FAIL.MAX.WARN} for 5m)	High Error Rate
GitLab: Too many Redis shared_state client exceptions (over {$GITLAB.REDIS.FAIL.MAX.WARN} for 5m)	High Error Rate
GitLab: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
HAProxy: Service has been restarted (uptime < 10m)	Agent/Service Status
HAProxy: Service response time is too high (over {$HAPROXY.RESPONSE_TIME.MAX.WARN} for 5m)	Slow Response Time
HAProxy: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
HP Comware HH3C: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
HP Comware HH3C: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
HP Enterprise Switch: Device has been replaced (new serial number received)	System Configuration Info
HP Enterprise Switch: High CPU utilization (over {$CPU.UTIL.CRIT}% for 5m)	System Performance
HP Enterprise Switch: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
HP Enterprise Switch: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
HP iLO: Device has been replaced (new serial number received)	System Configuration Info
HP iLO: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
HP iLO: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
HP-UX: Zabbix agent is not available (for {$AGENT.TIMEOUT})	Agent/Service Status
HPE ProLiant BL460: Device has been replaced (new serial number received)	System Configuration Info
HPE ProLiant BL460: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
HPE ProLiant BL460: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
HPE ProLiant BL920: Device has been replaced (new serial number received)	System Configuration Info
HPE ProLiant BL920: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
HPE ProLiant BL920: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
HPE ProLiant DL360: Device has been replaced (new serial number received)	System Configuration Info
HPE ProLiant DL360: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
HPE ProLiant DL360: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
HPE ProLiant DL380: Device has been replaced (new serial number received)	System Configuration Info
HPE ProLiant DL380: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
HPE ProLiant DL380: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Hadoop: NameNode: Cluster capacity remaining is low (below {$HADOOP.CAPACITY_REMAINING.MIN.WARN}% for 15m)	Filesystem
Hadoop: NameNode: Failed to fetch NameNode API page (or no data for 30m)	Agent/Service Status
Hadoop: NameNode: Service has been restarted (uptime < 10m)	Agent/Service Status
Hadoop: NameNode: Service response time is too high (over {$HADOOP.NAMENODE.RESPONSE_TIME.MAX.WARN} for 5m)	Slow Response Time
Hadoop: ResourceManager: Failed to fetch ResourceManager API page (or no data for 30m)	Agent/Service Status
Hadoop: ResourceManager: Service has been restarted (uptime < 10m)	Agent/Service Status
Hadoop: ResourceManager: Service response time is too high (over {$HADOOP.RESOURCEMANAGER.RESPONSE_TIME.MAX.WARN} for 5m)	Slow Response Time
HashiCorp Consul Cluster: Leader has been changed (new value received: {ITEM.VALUE})	System Configuration Info
HashiCorp Consul Node: Current number of open files is too high (over {$CONSUL.OPEN.FDS.MAX.WARN}% for 5m)	Overwhelming Usage
HashiCorp Consul Node: Node's health score is over {$CONSUL.NODE.HEALTH_SCORE.MAX.HIGH}	High Error Rate
HashiCorp Consul Node: Node's health score is too high (over {$CONSUL.NODE.HEALTH_SCORE.MAX.WARN} for 3m)	High Error Rate
HashiCorp Consul Node: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
HashiCorp Nomad Client: Allocations API connection has failed. HTTP response code: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+(\d{3})", \1")}. Response message: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+\d{3}\s+(.*)", \1")}	Request Failure
HashiCorp Nomad Client: High CPU utilization: (over >= {$NOMAD.CPU.UTIL.MIN}% over last 10m)	System Performance
HashiCorp Nomad Client: High memory utilization: (available < {$NOMAD.RAM.AVAIL.MIN}% over last 10m)	System Memory
HashiCorp Nomad Client: Monitoring API connection has failed. HTTP response code: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+(\d{3})", \1")}. Response message: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+\d{3}\s+(.*)", \1")}	Request Failure
HashiCorp Nomad Client: Nodes API connection has failed. HTTP response code: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+(\d{3})", \1")}. Response message: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+\d{3}\s+(.*)", \1")}	Request Failure
HashiCorp Nomad Client: Nomad client version has changed to {ITEM.LASTVALUE}	System Configuration Info
HashiCorp Nomad Client: The host has been restarted: (uptime < 10m)	System Configuration Info
HashiCorp Nomad Server: Autopilot redundancy is low (less than {$NOMAD.REDUNDANCY.MIN})	System Configuration Info
HashiCorp Nomad Server: Cluster role has changed to {ITEM.LASTVALUE}	System Configuration Info
HashiCorp Nomad Server: Current number of open files is too high (over {$NOMAD.OPEN.FDS.MAX}% for 5m)	Overwhelming Usage
HashiCorp Nomad Server: Internal stats API connection has failed. HTTP response code: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+(\d{3})", \1")}. Response message: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+\d{3}\s+(.*)", \1")}	Request Failure
HashiCorp Nomad Server: Leader last contact timeout exceeded: over {$NOMAD.SERVER.LEADER.LATENCY} for the last 5 minutes	Slow Response Time
HashiCorp Nomad Server: Monitoring API connection has failed. HTTP response code: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+(\d{3})", \1")}. Response message: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+\d{3}\s+(.*)", \1")}	Request Failure
HashiCorp Nomad Server: Nomad server version has changed to {ITEM.LASTVALUE}	System Configuration Info
HashiCorp Nomad: Client nodes API connection has failed. HTTP response code: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+(\d{3})", \1")}. Response message: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+\d{3}\s+(.*)", \1")}	Request Failure
HashiCorp Nomad: Server-related API connection has failed. HTTP response code: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+(\d{3})", \1")}. Response message: {{ITEM.VALUE}.regsub("HTTP\/[\d.]+\s+\d{3}\s+(.*)", \1")}	Request Failure
HashiCorp Vault: Current number of open files is too high (over {$VAULT.OPEN.FDS.MAX.WARN}% for 5m)	Overwhelming Usage
HashiCorp Vault: Failed to get metrics (error: {ITEM.VALUE})	Agent/Service Status
HashiCorp Vault: High frequency of leadership losses (over {$VAULT.LEADERSHIP.LOSSES.MAX.WARN} for 1h)	High Error Rate
HashiCorp Vault: High frequency of leadership setup failures (over {$VAULT.LEADERSHIP.SETUP.FAILED.MAX.WARN} for 1h)	High Error Rate
HashiCorp Vault: High frequency of leadership step downs (over {$VAULT.LEADERSHIP.STEPDOWNS.MAX.WARN} for 1h)	High Error Rate
HashiCorp Vault: Service has been restarted (uptime < 10m)	Agent/Service Status
HashiCorp Vault: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Hikvision: Camera has been replaced (new serial number received)	System Configuration Info
Hikvision: Camera has been restarted (uptime < 10m)	Agent/Service Status
Hikvision: High CPU utilization (over {$CPU.UTIL.CRIT}% for 5m)	System Performance
Hikvision: High memory utilization (>{$MEMORY.UTIL.MAX}% for 5m)	System Memory
Hikvision: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Huawei OceanStor 5300 V5: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Huawei OceanStor 5300 V5: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Huawei OceanStor 5300 V5: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Huawei OceanStor V6: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Huawei OceanStor V6: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Huawei OceanStor V6: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Huawei VRP: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Huawei VRP: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
IBM IMM: Device has been replaced (new serial number received)	System Configuration Info
IBM IMM: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
IBM IMM: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
IIS: Service has been restarted (uptime < 10m)	Agent/Service Status
InfluxDB: Service has been restarted (uptime < 10m)	Agent/Service Status
InfluxDB: Too many tasks failure runs (over {$INFLUXDB.TASK.RUN.FAIL.MAX.WARN} for 5m)	High Error Rate
InfluxDB: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Intel Qlogic: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Intel Qlogic: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Jenkins: Current number of used files is too high (over {$JENKINS.FILE_DESCRIPTORS.MAX.WARN}% for 5m)	Overwhelming Usage
Jenkins: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
Jenkins: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Jira Data Center: DB: Connection usage is near the limit (above {$JIRA_DC.DB.CONNECTION.USAGE.WARN}%)	Overwhelming Usage
Juniper MX: Device has been replaced (new serial number received)	System Configuration Info
Juniper MX: Failed to get metrics for interface information using RPC request	Agent/Service Status
Juniper MX: Failed to get metrics for interface optics diagnostics information using RPC request	Agent/Service Status
Juniper MX: Failed to get metrics for resource using RPC request	Agent/Service Status
Juniper MX: Failed to get metrics for routing protocol using RPC request	Agent/Service Status
Juniper MX: High ICMP ping loss (over {$JUNIPER.MX.ICMP_LOSS_WARN}% for 5m)	High Error Rate
Juniper MX: High ICMP ping response time (over {$JUNIPER.MX.ICMP_RESPONSE_TIME_WARN}s for 5m)	Slow Response Time
Juniper MX: NETCONF response time is too high (over {$JUNIPER.MX.NETCONF.RESPONSE_TIME.MAX.WARN}s for 5m)	Slow Response Time
Juniper MX: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Juniper MX: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Juniper: Device has been replaced (new serial number received)	System Configuration Info
Juniper: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Juniper: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Kubernetes API server: Too many client errors (over {$KUBE.API.HTTP.CLIENT.ERROR} for 5m)	High Error Rate
Kubernetes API server: Too many server errors (over {$KUBE.API.HTTP.SERVER.ERROR} for 5m)	High Error Rate
Kubernetes Controller manager: Too many HTTP client errors (over {$KUBE.CONTROLLER.HTTP.CLIENT.ERROR} for 5m)	High Error Rate
Kubernetes Scheduler: Too many REST Client errors (over {$KUBE.SCHEDULER.HTTP.CLIENT.ERROR} for 5m)	High Error Rate
Kubernetes Scheduler: Too many schedule attempts with errors (over {$KUBE.SCHEDULER.ERROR} for 5m)	High Error Rate
Kubernetes Scheduler: Too many unschedulable pods (over {$KUBE.SCHEDULER.UNSCHEDULABLE} for 5m)	Overwhelming Usage
Linux: /etc/hostname: Running out of free inodes (free < {$VFS.FS.INODE.PFREE.MIN.CRIT:"/etc/hostname"}%)	Filesystem
Linux: /etc/hosts: Running out of free inodes (free < {$VFS.FS.INODE.PFREE.MIN.CRIT:"/etc/hosts"}%)	Filesystem
Linux: /etc/resolv.conf: Running out of free inodes (free < {$VFS.FS.INODE.PFREE.MIN.CRIT:"/etc/resolv.conf"}%)	Filesystem
Linux: Configured max number of open filedescriptors is too low	System Configuration Info
Linux: Configured max number of open filedescriptors is too low (< {$KERNEL.MAXFILES.MIN})	System Configuration Info
Linux: Configured max number of processes is too low	System Configuration Info
Linux: Configured max number of processes is too low (< {$KERNEL.MAXPROC.MIN})	System Configuration Info
Linux: FS [/etc/hostname]: Filesystem has become read-only	Filesystem
Linux: FS [/etc/hostname]: Running out of free inodes	Filesystem
Linux: FS [/etc/hostname]: Running out of free inodes (free < {$VFS.FS.INODE.PFREE.MIN.WARN:"/etc/hostname"}%)	Filesystem
Linux: FS [/etc/hostname]: Space is critically low	Filesystem
Linux: FS [/etc/hostname]: Space is critically low (used > {$VFS.FS.PUSED.MAX.CRIT:"/etc/hostname"}%, total {{?last(//vfs.fs.dependent.size[/etc/hostname,total])/1024/1024/1024}.fmtnum(1)}GB)	Filesystem
Linux: FS [/etc/hostname]: Space is low (used > {$VFS.FS.PUSED.MAX.WARN:"/etc/hostname"}%, total {{?last(//vfs.fs.dependent.size[/etc/hostname,total])/1024/1024/1024}.fmtnum(1)}GB)	Filesystem
Linux: FS [/etc/hosts]: Running out of free inodes (free < {$VFS.FS.INODE.PFREE.MIN.WARN:"/etc/hosts"}%)	Filesystem
Linux: FS [/etc/hosts]: Space is critically low (used > {$VFS.FS.PUSED.MAX.CRIT:"/etc/hosts"}%, total {{?last(//vfs.fs.dependent.size[/etc/hosts,total])/1024/1024/1024}.fmtnum(1)}GB)	Filesystem
Linux: FS [/etc/hosts]: Space is low (used > {$VFS.FS.PUSED.MAX.WARN:"/etc/hosts"}%, total {{?last(//vfs.fs.dependent.size[/etc/hosts,total])/1024/1024/1024}.fmtnum(1)}GB)	Filesystem
Linux: FS [/etc/resolv.conf]: Running out of free inodes	Filesystem
Linux: FS [/etc/resolv.conf]: Running out of free inodes (free < {$VFS.FS.INODE.PFREE.MIN.WARN:"/etc/resolv.conf"}%)	Filesystem
Linux: FS [/etc/resolv.conf]: Space is critically low	Filesystem
Linux: FS [/etc/resolv.conf]: Space is critically low (used > {$VFS.FS.PUSED.MAX.CRIT:"/etc/resolv.conf"}%, total {{?last(//vfs.fs.dependent.size[/etc/resolv.conf,total])/1024/1024/1024}.fmtnum(1)}GB)	Filesystem
Linux: FS [/etc/resolv.conf]: Space is low (used > {$VFS.FS.PUSED.MAX.WARN:"/etc/resolv.conf"}%, total {{?last(//vfs.fs.dependent.size[/etc/resolv.conf,total])/1024/1024/1024}.fmtnum(1)}GB)	Filesystem
Linux: Getting closer to process limit	Overwhelming Usage
Linux: Getting closer to process limit (over 80% used)	Overwhelming Usage
Linux: High CPU utilization	System Performance
Linux: High CPU utilization (over {$CPU.UTIL.CRIT}% for 5m)	System Performance
Linux: High memory utilization	System Memory
Linux: High memory utilization (>{$MEMORY.UTIL.MAX}% for 5m)	System Memory
Linux: High swap space usage	System Memory
Linux: High swap space usage (less than {$SWAP.PFREE.MIN.WARN}% free)	System Memory
Linux: Interface eth0: Ethernet has changed to lower speed than it was before	System Configuration Info
Linux: Interface eth0: High bandwidth usage	Overwhelming Usage
Linux: Interface eth0: High bandwidth usage (>{$IF.UTIL.MAX:"eth0"}%)	Overwhelming Usage
Linux: Interface eth0: High error rate	High Error Rate
Linux: Interface eth0: High error rate (>{$IF.ERRORS.WARN:"eth0"} for 5m)	High Error Rate
Linux: Interface eth0: Link down	System Configuration Info
Linux: Lack of available memory	System Memory
Linux: Lack of available memory (<{$MEMORY.AVAILABLE.MIN} of {ITEM.VALUE2})	System Memory
Linux: Load average is too high	System Performance
Linux: Load average is too high (per CPU load over {$LOAD_AVG_PER_CPU.MAX.WARN} for 5m)	System Performance
Linux: Number of installed packages has been changed	System Configuration Info
Linux: Operating system description has changed	System Configuration Info
Linux: Running out of file descriptors (less than < 20% free)	Filesystem
Linux: System name has changed	System Configuration Info
Linux: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Linux: System time is out of sync	System Configuration Info
Linux: System time is out of sync (diff with Zabbix server > {$SYSTEM.FUZZYTIME.MAX})	System Configuration Info
Linux: The system is running out of memory	System Memory
Linux: The system is running out of swap space	System Memory
Linux: Zabbix agent is not available	Agent/Service Status
Linux: Zabbix agent is not available (for {$AGENT.TIMEOUT})	Agent/Service Status
Linux: Zabbix agent is not available (or nodata for {$AGENT.NODATA_TIMEOUT})	Agent/Service Status
Linux: Zabbix agent is not running	Agent/Service Status
Linux: etc/passwd has been changed	System Configuration Info
Linux: node_exporter is not available (or no data for 30m)	Agent/Service Status
Linux: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Linux: {HOSTNAME} has been restarted	Agent/Service Status
MSSQL: Failed to fetch info data (or no data for 30m)	Agent/Service Status
MSSQL: Number of buffers written per second by the lazy writer is high (over {$MSSQL.LAZY_WRITES.MAX} for 5m)	Overwhelming Usage
MSSQL: Number of deadlocks is high (over {$MSSQL.DEADLOCKS.MAX} for 5m)	Overwhelming Usage
MSSQL: Number of physical database page reads per second is high (over {$MSSQL.PAGE_READS.MAX} for 5m)	Overwhelming Usage
MSSQL: Number of physical database page writes per second is high (over {$MSSQL.PAGE_WRITES.MAX} for 5m)	Overwhelming Usage
MSSQL: Number of rps waiting for a free page is high (over {$MSSQL.FREE_LIST_STALLS.MAX} for 5m)	Overwhelming Usage
MSSQL: Number of work files created per second is high (over {$MSSQL.WORK_FILES.MAX} for 5m)	Overwhelming Usage
MSSQL: Number of work tables created per second is high (over {$MSSQL.WORK_TABLES.MAX} for 5m)	Overwhelming Usage
MSSQL: Page life expectancy is low (less {$MSSQL.PAGE_LIFE_EXPECTANCY.MIN}min for 15m)	Overwhelming Usage
MSSQL: Percent of ad hoc queries running is over {$MSSQL.PERCENT_COMPILATIONS.MAX}% for 15m	Overwhelming Usage
MSSQL: Percent of times statement recompiles is over {$MSSQL.PERCENT_RECOMPILATIONS.MAX}% for 15m	Overwhelming Usage
MSSQL: Percentage of the buffer cache efficiency is low (below {$MSSQL.BUFFER_CACHE_RATIO.MIN.CRIT}% for 5m)	System Cache
MSSQL: Percentage of the buffer cache efficiency is low (below {$MSSQL.BUFFER_CACHE_RATIO.MIN.WARN}% for 5m)	System Cache
MSSQL: Percentage of work tables available from the work table cache is low (below {$MSSQL.WORKTABLES_FROM_CACHE_RATIO.MIN.CRIT}% for 5m)	System Cache
MSSQL: Service has been restarted (uptime < 10m)	Agent/Service Status
MSSQL: Total average wait time for locks is high (over {$MSSQL.AVERAGE_WAIT_TIME.MAX}ms for 5m)	Slow Response Time
MSSQL: Total lock requests per second that timed out is high (over {$MSSQL.LOCK_TIMEOUTS.MAX} for 5m)	Slow Response Time
MSSQL: Total number of locks per second is high (over {$MSSQL.LOCK_REQUESTS.MAX} for 5m)	Overwhelming Usage
MSSQL: Version has changed (new version value received: {ITEM.VALUE})	System Configuration Info
Mellanox: High CPU utilization (over {$CPU.UTIL.CRIT}% for 5m)	System Performance
Mellanox: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
Mellanox: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
Memcached: Failed to fetch info data (or no data for 30m)	Agent/Service Status
Memcached: Memory usage is too high (over {$MEMCACHED.MEM.PUSED.MAX.WARN} in 5m)	System Memory
Memcached: Service has been restarted (uptime < 10m)	Agent/Service Status
Memcached: Too many queued connections (over {$MEMCACHED.CONN.QUEUED.MAX.WARN} in 5m)	Overwhelming Usage
Memcached: Too many throttled connections (over {$MEMCACHED.CONN.THROTTLED.MAX.WARN} in 5m)	Overwhelming Usage
Memcached: Total number of connected clients is too high (over {$MEMCACHED.CONN.PRC.MAX.WARN}% in 5m)	Overwhelming Usage
Memcached: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
MikroTik: Device has been replaced (new serial number received)	System Configuration Info
MikroTik: High memory utilization (>{$MEMORY.UTIL.MAX}% for 5m)	System Memory
MikroTik: System name has changed (new name: {ITEM.VALUE})	System Configuration Info
MikroTik: {HOST.NAME} has been restarted (uptime < 10m)	Agent/Service Status
MongoDB cluster: Available connections less then {$MONGODB.CONNS.AVAILABLE.MIN.WARN}	Overwhelming Usage
MongoDB cluster: Failed to fetch info data (or no data for 10m)	Agent/Service Status
MongoDB cluster: Mongos server has been restarted (uptime < 10m)	Agent/Service Status
MongoDB cluster: Too many cursors are timing out (over {$MONGODB.CURSOR.TIMEOUT.MAX.WARN} per second in 5m)	Slow Response Time
MongoDB cluster: Too many cursors opened by MongoDB for clients (over {$MONGODB.CURSOR.OPEN.MAX.WARN} in 5m)	Overwhelming Usage
MongoDB cluster: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
MongoDB node: Failed to fetch info data (or no data for 10m)	Agent/Service Status
MongoDB node: Too many cursors are timing out (over {$MONGODB.CURSOR.TIMEOUT.MAX.WARN} per second in 5m)	Slow Response Time
MongoDB node: Too many cursors opened by MongoDB for clients (over {$MONGODB.CURSOR.OPEN.MAX.WARN} in 5m)	Overwhelming Usage
MongoDB node: Total number of open connections is too high (over {$MONGODB.CONNS.PCT.USED.MAX.WARN%} in 5m)	Overwhelming Usage
MongoDB node: Version has changed (new version: {ITEM.VALUE})	System Configuration Info
MongoDB node: mongod process has been restarted (uptime < 10m)	Agent/Service Status
Morningstar ProStar MPPT: Status: Device has been restarted (uptime < 10m)	Agent/Service Status
Morningstar ProStar MPPT: Status: Failed to fetch data (or no data for 5m)	Agent/Service Status
Morningstar ProStar MPPT: Temperature: Critically high battery temperature (over {$BATTERY.TEMP.MAX.CRIT}C for 5m)	High Temperature
Morningstar ProStar MPPT: Temperature: Critically low battery temperature (below {$BATTERY.TEMP.MIN.WARN}C for 5m)	Low Temperature
Morningstar ProStar MPPT: Temperature: High battery temperature (over {$BATTERY.TEMP.MAX.WARN}C for 5m)	High Temperature
Morningstar ProStar PWM: Status: Device has been restarted (uptime < 10m)	Agent/Service Status
Morningstar ProStar PWM: Status: Failed to fetch data (or no data for 5m)	Agent/Service Status
Morningstar ProStar PWM: Temperature: Critically high battery temperature (over {$BATTERY.TEMP.MAX.CRIT}C for 5m)	High Temperature
Morningstar ProStar PWM: Temperature: Critically low battery temperature (below {$BATTERY.TEMP.MIN.WARN}C for 5m)	Low Temperature
Morningstar ProStar PWM: Temperature: High battery temperature (over {$BATTERY.TEMP.MAX.WARN}C for 5m)	High Temperature
Morningstar ProStar PWM: Temperature: Low battery temperature (below {$BATTERY.TEMP.MIN.WARN}C for 5m)	Low Temperature
Morningstar SunSaver MPPT: Status: Device has been restarted (uptime < 10m)	Agent/Service Status
Morningstar SunSaver MPPT: Status: Failed to fetch data (or no data for 5m)	Agent/Service Status
Morningstar SunSaver MPPT: Temperature: Critically high battery temperature (over {$BATTERY.TEMP.MAX.CRIT}C for 5m)	High Temperature
Morningstar SunSaver MPPT: Temperature: Critically low battery temperature (below {$BATTERY.TEMP.MIN.WARN}C for 5m)	Low Temperature
Morningstar SunSaver MPPT: Temperature: High battery temperature (over {$BATTERY.TEMP.MAX.WARN}C for 5m)	High Temperature
Morningstar SunSaver MPPT: Temperature: Low battery temperature (below {$BATTERY.TEMP.MIN.WARN}C for 5m)	Low Temperature
Morningstar SureSine: Status: Device has been restarted (uptime < 10m)	Agent/Service Status
Morningstar SureSine: Status: Failed to fetch data (or no data for 5m)	Agent/Service Status
Morningstar TriStar MPPT 600V: Status: Device has been restarted (uptime < 10m)	Agent/Service Status
Morningstar TriStar MPPT 600V: Status: Failed to fetch data (or no data for 5m)	Agent/Service Status
Morningstar TriStar MPPT 600V: Temperature: Critically high battery temperature (over {$BATTERY.TEMP.MAX.CRIT}C for 5m)	High Temperature
Morningstar TriStar MPPT 600V: Temperature: Critically low battery temperature (below {$BATTERY.TEMP.MIN.WARN}C for 5m)	Low Temperature
Morningstar TriStar MPPT 600V: Temperature: High battery temperature (over {$BATTERY.TEMP.MAX.WARN}C for 5m)	High Temperature
Morningstar TriStar MPPT 600V: Temperature: Low battery temperature (below {$BATTERY.TEMP.MIN.WARN}C for 5m)	Low Temperature
Morningstar TriStar MPPT: Status: Device has been restarted (uptime < 10m)	Agent/Service Status
Morningstar TriStar MPPT: Status: Failed to fetch data (or no data for 5m)	Agent/Service Status
Morningstar TriStar MPPT: Temperature: Critically high battery temperature (over {$BATTERY.TEMP.MAX.CRIT}C for 5m)	High Temperature
Morningstar TriStar MPPT: Temperature: Critically low battery temperature (below {$BATTERY.TEMP.MIN.WARN}C for 5m)	Low Temperature
Morningstar TriStar MPPT: Temperature: High battery temperature (over {$BATTERY.TEMP.MAX.WARN}C for 5m)	High Temperature
Morningstar TriStar MPPT: Temperature: Low battery temperature (below {$BATTERY.TEMP.MIN.WARN}C for 5m)	Low Temperature
Morningstar TriStar PWM: Status: Device has been restarted (uptime < 10m)	Agent/Service Status
Morningstar TriStar PWM: Status: Failed to fetch data (or no data for 5m)	Agent/Service Status
Morningstar TriStar PWM: Temperature: Critically high battery temperature (over {$BATTERY.TEMP.MAX.CRIT}C for 5m)	High Temperature
Morningstar TriStar PWM: Temperature: Critically low battery temperature (below {$BATTERY.TEMP.MIN.WARN}C for 5m)	Low Temperature
Morningstar TriStar PWM: Temperature: High battery temperature (over {$BATTERY.TEMP.MAX.WARN}C for 5m)	High Temperature
Morningstar TriStar PWM: Temperature: Low battery temperature (below {$BATTERY.TEMP.MIN.WARN}C for 5m)	Low Temperature
MySQL: Buffer pool utilization is too low (less than {$MYSQL.BUFF_UTIL.MIN.WARN}% for 5m)	System Cache
MySQL: Failed to fetch info data (or no data for 30m)	Agent/Service Status
MySQL: Number of internal temporary tables created per second is high (over {$MYSQL.CREATED_TMP_TABLES.MAX.WARN} for 5m)	Overwhelming Usage
MySQL: Number of on-disk temporary tables created per second is high (over {$MYSQL.CREATED_TMP_DISK_TABLES.MAX.WARN} for 5m)	Overwhelming Usage
MySQL: Number of temporary files created per second is high (over {$MYSQL.CREATED_TMP_FILES.MAX.WARN} for 5m)	Overwhelming Usage
MySQL: Refused connections (max_connections limit reached)	Overwhelming Usage
MySQL: Server has aborted connections (over {$MYSQL.ABORTED_CONN.MAX.WARN} for 5m)	High Error Rate
MySQL: Server has slow queries (over {$MYSQL.SLOW_QUERIES.MAX.WARN} for 5m)	Slow Response Time
MySQL: Service has been restarted (uptime < 10m)	Agent/Service Status
MySQL: Version has changed (new version value received: {ITEM.VALUE})	System Configuration Info
NGINX Plus: Failed to fetch info data (or no data for 30m)	Agent/Service Status
NGINX Plus: High connections drop rate (more than {$NGINX.DROP_RATE.MAX.WARN} for 5m)	High Error Rate
NGINX Plus: Server response error (text: {ITEM.VALUE})	Request Failure
